time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-02-14T21:23:33.220Z,19.2084999084473,-155.421005249023,36.1500015258789,2.31,ml,48,143,,0.129999995,hv,hv72351442,2021-02-14T21:29:04.820Z,"6 km E of Pāhala, Hawaii",earthquake,0.55,0.709999979,0.15,3,automatic,hv,hv
2021-02-14T21:20:51.120Z,34.0693333,-117.1826667,14.08,1.12,ml,26,106,0.06741,0.27,ci,ci39552063,2021-02-14T21:24:42.746Z,"2km N of Redlands, CA",earthquake,0.58,0.86,0.23,29,automatic,ci,ci
2021-02-14T21:09:54.114Z,-21.3957,-69.8549,42.06,4,mb,,136,0.084,0.54,us,us6000dhnn,2021-02-15T06:01:52.194Z,"84 km NNE of Tocopilla, Chile",earthquake,3.1,7.6,0.231,5,reviewed,us,us
2021-02-14T21:06:56.760Z,38.1675,-117.9858,5.4,0.6,ml,11,103.75,0.028,0.05,nn,nn00800393,2021-02-14T21:58:40.258Z,"26 km SSE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2021-02-14T21:05:53.010Z,17.9166,-66.9678,14,2.24,md,12,238,0.0929,0.17,pr,pr2021045008,2021-02-14T21:24:59.131Z,"8 km SW of Guánica, Puerto Rico",earthquake,0.76,0.74,0.19,6,reviewed,pr,pr
2021-02-14T21:04:18.970Z,37.6266667,-118.8513333,3.73,-0.08,md,9,107,0.01199,0.02,nc,nc73523181,2021-02-14T21:42:28.525Z,"11km E of Mammoth Lakes, CA",earthquake,0.39,0.99,0.235,8,reviewed,nc,nc
2021-02-14T21:03:00.875Z,63.9603,-148.908,1.1,1.7,ml,,,,0.75,ak,ak02122rpd5f,2021-02-14T21:09:38.412Z,"11 km NNE of Healy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-02-14T20:51:23.266Z,61.4156,-151.0242,63,1.8,ml,,,,0.42,ak,ak02122re9mx,2021-02-14T20:59:26.484Z,"30 km N of Beluga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-02-14T20:50:58.489Z,63.9617,-148.8883,0,1.7,ml,,,,0.8,ak,ak02122re4mz,2021-02-14T20:57:46.194Z,"12 km NNE of Healy, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-02-14T20:34:36.890Z,63.2836,-150.5261,126.9,1.4,ml,,,,0.33,ak,ak02122rangu,2021-02-14T21:16:29.489Z,"66 km ESE of Denali National Park, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2021-02-14T20:28:20.160Z,59.7712,-147.5766,49.5,2.4,ml,,,,0.6,ak,ak02122r9bxc,2021-02-14T20:32:12.317Z,"40 km SE of Chenega, Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-02-14T20:27:42.140Z,38.5823,-118.1787,1.4,1.8,ml,14,117.06,0.416,0.85,nn,nn00800389,2021-02-14T20:51:02.803Z,"22 km NNW of Mina, Nevada",earthquake,,48.9,,,automatic,nn,nn
2021-02-14T20:10:09.924Z,63.9705,-148.9734,0,1.8,ml,,,,0.7,ak,ak02122r5g8j,2021-02-14T20:13:40.033Z,"8 km SE of Ferry, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-02-14T20:02:03.515Z,63.9635,-148.9049,9.9,1.6,ml,,,,1.22,ak,ak02122r3q12,2021-02-14T20:29:58.624Z,"11 km ESE of Ferry, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-02-14T19:58:51.830Z,63.9755,-148.9323,5,2.7,ml,,,,0.83,ak,ak02122que6m,2021-02-14T21:49:51.040Z,"10 km ESE of Ferry, Alaska",earthquake,,0,,,reviewed,ak,ak
2021-02-14T19:56:11.905Z,63.9821,-148.9487,6.5,3,ml,,,,0.8,ak,ak02122qtvpj,2021-02-14T21:10:00.273Z,"9 km ESE of Ferry, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-02-14T19:51:14.531Z,63.9554,-148.8428,1.4,1.2,ml,,,,1.23,ak,ak02122qstcv,2021-02-14T19:57:15.595Z,"12 km NNE of Healy, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-02-14T19:47:05.542Z,63.9812,-148.9532,6.1,3.7,ml,,,,0.85,ak,ak02122qrxre,2021-02-15T06:44:58.809Z,"8 km ESE of Ferry, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-02-14T19:46:54.447Z,1.0167,-85.1427,35.68,4.5,mb,,170,6.736,1.4,us,us6000dhnd,2021-02-14T20:50:23.040Z,"off the coast of Ecuador",earthquake,5.4,8.6,0.132,17,reviewed,us,us
2021-02-14T19:43:01.918Z,-17.6452,167.8518,70.91,5.3,mww,,69,9.723,0.53,us,us6000dhn6,2021-02-15T05:03:54.057Z,"50 km WNW of Port-Vila, Vanuatu",earthquake,10.2,6.7,0.098,10,reviewed,us,us
2021-02-14T19:42:26.245Z,63.9601,-148.9387,0.8,1.7,ml,,,,1,ak,ak02122qqwtc,2021-02-14T19:48:23.634Z,"10 km SE of Ferry, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-02-14T19:41:00.878Z,63.9647,-149.0184,0,2.4,ml,,,,0.97,ak,ak02122qqn54,2021-02-14T19:48:23.483Z,"7 km SE of Ferry, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-02-14T19:40:13.790Z,38.5631667,-122.3006667,2.44,1.07,md,9,106,0.1033,0.16,nc,nc73523171,2021-02-14T20:41:04.914Z,"13km E of Angwin, CA",earthquake,0.6,31.61,0.538,9,reviewed,nc,nc
2021-02-14T19:39:36.700Z,33.6895,-116.7878333,14.65,1.24,ml,48,34,0.0651,0.21,ci,ci39552047,2021-02-14T19:50:11.200Z,"8km SW of Idyllwild, CA",earthquake,0.29,0.41,0.224,30,automatic,ci,ci
2021-02-14T19:38:43.560Z,63.9642,-148.9173,1.3,2,ml,,,,0.53,ak,ak02122qq3ae,2021-02-14T19:48:23.343Z,"11 km ESE of Ferry, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-02-14T19:37:18.010Z,38.182,-117.9093,4.9,0.7,ml,9,115.97,0.025,0.1,nn,nn00800388,2021-02-14T20:28:39.559Z,"28 km SE of Mina, Nevada",earthquake,,8.9,,,automatic,nn,nn
2021-02-14T19:33:17.810Z,19.2121658325195,-155.422668457031,35.25,2.41,ml,52,139,,0.119999997,hv,hv72351282,2021-02-14T21:10:39.040Z,"5 km E of Pāhala, Hawaii",earthquake,0.45,0.600000024,4.22,17,automatic,hv,hv
2021-02-14T19:20:15.690Z,38.7999992,-122.814003,2.62,1.63,md,34,67,0.01445,0.04,nc,nc73523161,2021-02-14T22:09:07.420Z,"6km WNW of The Geysers, CA",earthquake,0.21,0.36,0.12,8,automatic,nc,nc
2021-02-14T19:19:57.550Z,32.7495,-115.8256667,4.64,1.52,ml,15,80,0.1298,0.2,ci,ci39552039,2021-02-14T19:23:49.406Z,"16km E of Ocotillo, CA",earthquake,0.41,1.4,0.23,17,automatic,ci,ci
2021-02-14T19:13:17.731Z,51.4121,-179.3142,18.47,5.2,mb,,130,1.704,0.82,us,us6000dhn0,2021-02-15T13:23:30.500Z,"192 km WSW of Adak, Alaska",earthquake,6.8,4.6,0.027,456,reviewed,us,us
2021-02-14T19:07:26.040Z,36.9001656,-121.4993362,5.66,1.27,md,9,193,0.01819,0.03,nc,nc73523156,2021-02-14T21:41:06.255Z,"7km NNE of San Juan Bautista, CA",earthquake,0.8,0.51,0.07,8,automatic,nc,nc
2021-02-14T19:03:16.590Z,38.8484993,-122.7711639,0.83,0.92,md,17,162,0.007168,0.03,nc,nc73523151,2021-02-14T19:27:07.468Z,"5km NW of Cobb, CA",earthquake,0.32,0.34,0.19,2,automatic,nc,nc
2021-02-14T18:54:23.720Z,38.1967,-117.9617,0.4,1,ml,12,95.95,0.02,0.08,nn,nn00800386,2021-02-14T19:39:19.989Z,"25 km SSE of Mina, Nevada",earthquake,,6.8,,,automatic,nn,nn
2021-02-14T18:32:14.240Z,35.8775,-117.6918333,1.95,1.36,ml,15,86,0.07789,0.14,ci,ci39552031,2021-02-14T18:36:03.311Z,"20km ESE of Little Lake, CA",earthquake,0.25,0.37,0.093,18,automatic,ci,ci
2021-02-14T18:26:26.890Z,38.8274994,-122.8050003,1.73,0.41,md,11,61,0.005701,0.01,nc,nc73523136,2021-02-14T18:42:06.225Z,"7km NW of The Geysers, CA",earthquake,0.36,1,0.16,2,automatic,nc,nc
2021-02-14T18:10:37.010Z,19.167667388916,-155.467666625977,33.1599998474121,1.91999996,md,37,162,,0.109999999,hv,hv72351192,2021-02-14T18:13:55.720Z,"4 km SSE of Pāhala, Hawaii",earthquake,0.68,1.12,0.949999988,3,automatic,hv,hv
2021-02-14T18:08:59.176Z,38.6126,-118.4684,4.2,3.1,ml,28,52.84,0.205,0.1245,nn,nn00800380,2021-02-14T21:08:29.040Z,"16 km NE of Hawthorne, Nevada",earthquake,,1.3,0.16,15,reviewed,nn,nn
2021-02-14T17:57:19.810Z,38.8213348,-122.7596664,1.34,0.4,md,8,136,0.01214,0.01,nc,nc73523121,2021-02-14T20:31:06.860Z,"3km W of Cobb, CA",earthquake,0.47,0.77,0.17,2,automatic,nc,nc
2021-02-14T17:54:27.707Z,57.023,-156.1483,65.8,2.8,ml,,,,0.6,ak,ak02122pmmbd,2021-02-14T21:05:49.040Z,"93 km SE of Ugashik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-02-14T17:36:13.140Z,38.8035011,-122.7813339,2.5,0.55,md,11,108,0.009757,0.01,nc,nc73523111,2021-02-14T20:03:07.671Z,"4km NW of The Geysers, CA",earthquake,0.38,0.81,0.03,3,automatic,nc,nc
2021-02-14T17:24:22.406Z,61.5074,-151.5906,85,1.7,ml,,,,0.69,ak,ak02122pg6ec,2021-02-14T17:31:48.310Z,"49 km NW of Beluga, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-02-14T17:16:39.790Z,36.2376667,-118.3198333,1.38,1.76,ml,21,94,0.2796,0.24,ci,ci39551983,2021-02-14T17:20:22.358Z,"29km W of Olancha, CA",earthquake,0.53,2.72,0.198,24,automatic,ci,ci
2021-02-14T17:15:46.980Z,19.2264995574951,-155.457504272461,32.1199989318848,1.74000001,md,26,142,,0.129999995,hv,hv72351132,2021-02-14T17:19:04.090Z,"3 km NE of Pāhala, Hawaii",earthquake,0.76,0.930000007,0.870000005,3,automatic,hv,hv
2021-02-14T17:14:48.670Z,38.8093338,-122.8276672,0.6,0.89,md,27,50,0.0105,0.03,nc,nc73523096,2021-02-14T19:21:06.435Z,"7km WNW of The Geysers, CA",earthquake,0.18,0.35,0.08,5,automatic,nc,nc
2021-02-14T17:09:33.850Z,63.0503,-149.3095,72.5,1.1,ml,,,,0.59,ak,ak02122pczc7,2021-02-14T21:04:07.117Z,"42 km SSW of Cantwell, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2021-02-14T17:03:55.732Z,60.4727,-143.1128,0,1.9,ml,,,,0.51,ak,ak02122pbqxw,2021-02-14T20:46:14.269Z,"107 km S of McCarthy, Alaska",earthquake,,0,,,reviewed,ak,ak
2021-02-14T17:03:42.260Z,38.8334999,-122.7919998,0.74,0.56,md,7,91,0.00507,0.03,nc,nc73523091,2021-02-14T18:53:04.289Z,"6km WNW of Cobb, CA",earthquake,0.42,0.9,,1,automatic,nc,nc
2021-02-14T17:01:20.190Z,19.4361667633057,-155.602996826172,-1.55999994277954,2.15,ml,23,70,,0.25,hv,hv72351107,2021-02-14T17:06:51.030Z,"27 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.39,0.529999971,3.51,7,automatic,hv,hv
2021-02-14T16:43:34.770Z,17.9493,-67.031,5,2.63,md,14,233,0.0241,0.13,pr,pr2021045007,2021-02-14T16:59:37.152Z,"3 km SSE of La Parguera, Puerto Rico",earthquake,0.61,0.31,0.17,9,reviewed,pr,pr
2021-02-14T16:39:29.320Z,37.1892,-117.3472,8.6,1.4,ml,11,193.55,0.307,0.17,nn,nn00800376,2021-02-14T17:17:59.920Z,"58 km S of Goldfield, Nevada",earthquake,,13.6,,,automatic,nn,nn
2021-02-14T16:16:41.621Z,40.2789,76.2858,35,4.5,mb,,69,1.167,0.89,us,us6000dhmi,2021-02-14T17:16:38.040Z,"93 km NNE of Kashgar, China",earthquake,5.9,2,0.106,26,reviewed,us,us
2021-02-14T16:08:37.105Z,61.9561,-150.4943,43.8,1.7,ml,,,,0.58,ak,ak02122orchr,2021-02-14T16:20:20.285Z,"33 km NW of Willow, Alaska",earthquake,,1,,,automatic,ak,ak
2021-02-14T16:06:28.651Z,-23.2797,171.3058,10,5.1,mb,,117,8.383,0.72,us,us6000dhmj,2021-02-14T16:48:34.040Z,"southeast of the Loyalty Islands",earthquake,11.7,1.9,0.06,90,reviewed,us,us
2021-02-14T16:04:39.720Z,35.8033333,-117.6248333,8.39,0.91,ml,12,81,0.02543,0.2,ci,ci39551935,2021-02-14T16:08:13.713Z,"20km WNW of Searles Valley, CA",earthquake,0.45,0.89,0.128,10,automatic,ci,ci
2021-02-14T16:01:01.540Z,33.1591667,-115.6433333,3.42,1.34,ml,12,119,0.02954,0.15,ci,ci39551927,2021-02-14T16:04:52.563Z,"13km WNW of Calipatria, CA",earthquake,0.93,1.12,0.174,21,automatic,ci,ci
2021-02-14T16:00:46.980Z,57.1611,-155.0026,29.2,2.5,ml,,,,0.54,ak,ak02122opnib,2021-02-14T17:01:26.040Z,"55 km WNW of Akhiok, Alaska",earthquake,,1,,,automatic,ak,ak
2021-02-14T15:59:10.410Z,35.3543333,-117.897,5.03,0.9,ml,11,100,0.0963,0.2,ci,ci39551919,2021-02-14T16:03:02.650Z,"24km W of Johannesburg, CA",earthquake,0.56,1.3,0.155,12,automatic,ci,ci
2021-02-14T15:49:36.800Z,38.7621667,-122.4155,5.57,1.08,md,6,123,0.05029,0.13,nc,nc73523081,2021-02-14T19:50:05.597Z,"13km ESE of Hidden Valley Lake, CA",earthquake,0.61,1.79,0.105,5,reviewed,nc,nc
2021-02-14T15:49:06.842Z,58.0507,-151.4572,29.8,2.9,ml,,,,0.84,ak,ak02122oemwr,2021-02-14T16:09:06.040Z,"63 km ENE of Kodiak, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-02-14T15:48:38.280Z,34.0828333,-117.191,12.79,1.15,ml,16,139,0.08052,0.22,ci,ci39551911,2021-02-14T15:52:26.368Z,"3km NNW of Redlands, CA",earthquake,0.56,1.21,0.371,25,automatic,ci,ci
2021-02-14T15:48:28.320Z,38.1612,-117.994,1,1,ml,9,105.49,0.029,0.05,nn,nn00800374,2021-02-14T16:40:39.129Z,"27 km SSE of Mina, Nevada",earthquake,,6,,,automatic,nn,nn
2021-02-14T15:30:24.260Z,35.796833,-117.6231689,4.72,1.09,ml,12,95,0.02812,0.24,ci,ci39551887,2021-02-14T15:34:08.319Z,"20km W of Searles Valley, CA",earthquake,0.6,1.08,0.06,3,automatic,ci,ci
2021-02-14T15:15:16.320Z,36.0243333,-117.7745,1.4,1.34,ml,13,117,0.007541,0.12,ci,ci39551871,2021-02-14T15:18:54.405Z,"15km NE of Little Lake, CA",earthquake,0.26,0.21,0.191,14,automatic,ci,ci
2021-02-14T15:10:01.440Z,19.3131675720215,-155.213165283203,0.819999992847443,2.52,ml,49,91,,0.170000002,hv,hv72351042,2021-02-14T15:50:31.040Z,"14 km S of Volcano, Hawaii",earthquake,0.26,0.360000014,2.76,29,automatic,hv,hv
2021-02-14T15:08:45.187Z,60.811,-146.0663,15.1,1.9,ml,,,,0.57,ak,ak02122o5xie,2021-02-14T15:17:13.245Z,"33 km E of Tatitlek, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-02-14T15:07:38.172Z,-23.3831,171.6546,10,5,mb,,73,8.207,1,us,us6000dhmb,2021-02-14T15:46:12.040Z,"southeast of the Loyalty Islands",earthquake,11.9,1.8,0.088,43,reviewed,us,us
2021-02-14T15:01:42.587Z,-23.2612,171.731,10,5.8,mww,,70,8.074,0.54,us,us6000dhm9,2021-02-14T20:24:42.040Z,"southeast of the Loyalty Islands",earthquake,10.5,1.8,0.061,26,reviewed,us,us
2021-02-14T14:51:56.863Z,22.6836,145.7699,10,5.1,mb,,87,5.467,0.46,us,us6000dhm6,2021-02-14T15:36:30.040Z,"Volcano Islands, Japan region",earthquake,5.3,1.9,0.051,128,reviewed,us,us
2021-02-14T14:43:00.264Z,61.5032,-149.8993,35,1.9,ml,,,,0.44,ak,ak02122nrwi0,2021-02-14T14:49:20.259Z,"3 km SE of Big Lake, Alaska",earthquake,,3.3,,,automatic,ak,ak
2021-02-14T14:26:07.210Z,33.4505,-116.5598333,8.26,0.65,ml,22,69,0.05654,0.25,ci,ci39551863,2021-02-14T14:29:55.909Z,"16km SE of Anza, CA",earthquake,0.41,0.81,0.139,16,automatic,ci,ci
2021-02-14T14:18:48.550Z,19.1398334503174,-155.400161743164,32.7299995422363,2.25,md,51,178,,0.119999997,hv,hv72351007,2021-02-14T14:22:07.140Z,"10 km SE of Pāhala, Hawaii",earthquake,0.51,0.810000002,0.219999999,21,automatic,hv,hv
2021-02-14T14:11:21.442Z,57.1166,-155.051,48.1,2.7,ml,,,,0.55,ak,ak02122nl37q,2021-02-14T14:54:55.040Z,"56 km WNW of Akhiok, Alaska",earthquake,,2.3,,,automatic,ak,ak
2021-02-14T14:10:48.750Z,38.1922,-117.8835,6.2,2,ml,27,36.98,0.045,0.14,nn,nn00800366,2021-02-14T14:55:44.779Z,"29 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2021-02-14T14:08:39.180Z,19.167667388916,-155.477828979492,32.0999984741211,2.27999997,md,32,92,,0.129999995,hv,hv72350997,2021-02-14T14:11:53.050Z,"3 km S of Pāhala, Hawaii",earthquake,0.52,1,0.75,15,automatic,hv,hv
2021-02-14T14:08:21.730Z,19.3771667480469,-155.0625,5.09999990463257,1.73,ml,30,164,,0.289999992,hv,hv72350992,2021-02-14T14:13:51.690Z,"12 km SE of Fern Forest, Hawaii",earthquake,0.78,0.589999974,2.73,6,automatic,hv,hv
2021-02-14T14:01:54.877Z,-29.3856,-71.2291,43.85,4.4,mb,,132,0.594,0.61,us,us6000dhlv,2021-02-14T14:56:48.954Z,"57 km N of La Serena, Chile",earthquake,4.3,8.9,0.123,19,reviewed,us,us
2021-02-14T13:52:28.572Z,-23.3278,171.6058,10,4.8,mb,,115,8.204,0.77,us,us6000dhlt,2021-02-14T15:43:45.040Z,"southeast of the Loyalty Islands",earthquake,12.7,1.9,0.095,36,reviewed,us,us
2021-02-14T13:49:04.430Z,17.9795,-66.8416,17,2.47,md,14,178,0.2029,0.19,pr,pr2021045006,2021-02-14T14:03:34.502Z,"2 km SW of Indios, Puerto Rico",earthquake,0.65,0.4,0.14,9,reviewed,pr,pr
